nome_operadora,modalidade,uniodonto,qt_beneficiarios_periodo,qt_prestadores_periodo,ativa,porte,reg_ans,ano,trimestre,3_vr_receitas,4_vr_despesas,311_vr_contraprestacoes,3111_vr_contraprestacoes_efetivas,311121_vr_contraprestacoes_pre,3117_vr_corresponsabilidade_cedida,1231_vr_creditos_operacoes_saude,41_vr_eventos_liquidos,2111_vr_eventos_a_liquidar,43_vr_desp_comerciais,464119113_vr_desp_comerciais_promocoes,46_vr_desp_administrativas,44_vr_outras_desp_oper,47_vr_desp_tributos,35_vr_receitas_fin,36_vr_receitas_patrimoniais,45_vr_despesas_fin,33_vr_outras_receitas_operacionais,12_vr_ativo_circulante,13_vr_ativo_permanente,21_vr_passivo_circulante,23_vr_passivo_nao_circulante,25_vr_patrimonio_liquido,31_vr_ativos_garantidores,32_vr_provisoes_tecnicas,2521_vr_pl_ajustado,2522_vr_margem_solvencia_exigida,61_vr_conta_61
,,,,,,,421766,2020,3,17004.06,17004.06,3.64,3.64,0,0,3.66,0.05,0.06,0,0,16227.17,0,0,0.12,0,776.84,17000.3,435455.06,480000,254.64,0,915200.42,3.64,0,0,0,0
ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À,Autogestão,NÃO,106,,SIM,,422070,2020,3,13945.17,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,13945.17,0,0,0,818596.6,0,0,0,818596.6,0,0,0,0,0
BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPIT,Medicina de Grupo,NÃO,6483,,SIM,,366561,2020,3,158753372.69,125776203.82,160722647.63,161132330.09,303419.25,-317874.97,3066799.69,113125980.35,19494507.31,739728.76,0,9976950.2,1892801.59,143.94,2202928.02,0,40598.98,473024.04,125684922.95,5665438.43,23197672.31,457422.11,74718098.09,160722647.63,-4645227,0,0,0
,,,,,,,418854,2020,4,29255269.11,27429402.84,29157282.62,29157282.62,0,0,4647186.13,17672539.09,8648608.14,0,0,5299925.89,3147297.57,259139.66,294086.86,0,1050500.63,94.6,8553729.08,11154575.82,26426446.89,764220.05,-7482362.04,29157282.62,-196194.97,0,0,0
,,,,,,,330264,2020,4,139836212.77,125547192.36,137443065.6,152588149.67,0,-15145084.07,7645215.44,105030552.12,22722272.55,206790.33,0,14089683.7,5026702.49,0,1769995.57,177171.98,1193463.72,2446169.41,57282627.66,10576864.64,29981845.89,1778668.66,36098977.75,137443065.6,-1458809.63,0,0,307877.74
,,,,,,,418137,2021,1,7308912.81,7612640.37,7465182.73,7465182.73,0,0,317237.76,5109983.09,4210830.79,134271.16,0,1775825.57,498914.76,0,63360.65,0,93645.79,110681.94,11398303.37,4101773.32,7128644.77,1258896.31,7416263.17,7465182.73,-327578.91,0,0,0
ODONTOPREV S/A,Odontologia de Grupo,NÃO,8278636,,SIM,,301949,2021,1,456239022.57,305825129.7,467298374.99,467367378.56,448380840.64,0,134755349.72,155365848.1,346217793.21,46061749.65,0,70158650.71,18998708.63,227624.45,5348097.07,4617793.65,15012548.16,519066.66,1045424133.31,928687710.12,512204802.8,165868517.93,1200072374.38,467298374.99,-21544309.8,0,0,54447744.55
,,,,,,,329886,2021,1,22171085.68,22114712.97,20867922.17,25455229.38,0,-4336982.97,412270,16440387.24,9416905.47,173150.24,0,2792855.98,2076788.4,0,396622.86,5427.72,631531.11,1172959.78,20853942.69,44130165.82,19968403.24,24870353.7,20145351.57,20867922.17,-209646.33,0,0,0
,,,,,,,420301,2021,1,1337188.79,699029.44,0,0,0,0,0,0,0,429014.23,0,237447.92,0,666.72,40989.05,0,31900.57,2449.18,1825222.74,36327.67,449298.2,737426.38,182924.3,1371371.52,-77620.96,0,0,146257.82
PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,Odontologia de Grupo,NÃO,219630,,SIM,,374440,2021,3,17092565.19,18072810.7,17819455.86,17819455.86,17819455.86,0,807449.32,8044940.27,2446444.41,3885257.19,0,4918832.88,1046126.9,0,30550.21,0,177653.46,0,14598009.02,13978784.4,5924382.08,1049548.6,21602862.74,17819455.86,-757440.88,0,0,715969.44
,,,,,,,421243,2021,3,4523328.96,3263919.24,4519219.98,0,0,0,0,0,0,2222650.12,0,955805.35,256.27,0,4108.98,0,85207.5,0,5049774.78,73972.17,3762452.73,0,1361294.22,4519219.98,0,0,0,0
CENTRO TRASMONTANO DE SAO PAULO,Medicina de Grupo,NÃO,4027,,SIM,,303623,2021,3,527014981.91,489491920.64,521188277.95,521188277.95,202301.58,0,29390888.44,388072616.37,111670025.8,23297699.01,0,66945305.48,9561250.59,0,4011097.74,407204.46,1615049.19,1408401.76,191311137.81,287532947.37,128665759.52,2013793.45,348164532.21,521188277.95,0,0,0,0
,,,,,,,417262,2021,4,16679961.77,10240742.68,0,0,0,0,0,0,0,1786895.93,0,2749215.72,5341539.25,81429.1,116336.97,67684.55,281662.68,0,5615655.37,5942958.52,1097476.46,260187.28,6180656.41,17572946.23,-1077005.98,0,0,2418925.35
,,,,,,,361941,2021,4,104388486.45,93182299.04,86998271.58,92016891.14,0,-4849137.6,1408137.18,66228606.59,6568229.68,354455.54,0,10335086.47,13952026.81,38546.09,2253333.3,164406.72,2273577.54,20395685.03,48189512.41,25315589.61,17771532.4,15037487.62,40696082,87064053.59,-5488992.19,0,0,942497.95
,,,,,,,354678,2021,4,19632751.52,17941766.33,17532291.03,20272809.17,0,-2362102.94,1001871.07,9434210.22,3196807.85,91831.84,0,4804498.39,3491659.2,1165.58,267220.97,136683.15,118401.1,2473255.43,8761160.96,11050271.09,4498658.4,6707514.63,8605259.02,17532291.03,-545845.57,0,0,105179.71
,,,,,,,302147,2021,4,5257773596.37,5359352095.44,5139784239.53,5189661123.11,0,0,82346046.55,4445637584.3,486479438.67,26525326.1,0,603218608.48,38655464.17,1301240.4,319411696.17,6626955.89,244013871.99,4221413.95,1376345402.91,1092961768.91,953672068,522245008.53,993390095.29,5139784239.53,-212270709.17,83778000,0,-30901555.79
,,,,,,,328294,2022,1,27498401.86,32530301.03,23247398.71,26100157.25,0,-2810729.13,5640121.64,22590438.65,19051062.69,478291.83,0,5068818.46,3393678.97,0,1030751.25,118034.61,999073.12,4683915.51,109729414.47,54456917.12,71263464.46,51117455.71,41805411.42,21905282.13,-239581.64,0,0,229022.29
FUNDAÇÃO SÃO FRANCISCO XAVIER,Filantropia,NÃO,63983,,SIM,,339954,2022,1,239334260.37,252393185.73,127278261.95,127390862.3,5610913.39,-112600.35,24276956.08,116484741.48,62347973.64,226982.97,0,9128118.03,123271177.19,220183.61,7261795.23,75000,3061982.45,104719203.19,362174114.91,540958437.35,166911956.84,134784876.75,614494644.03,127278261.95,0,0,0,0
,,,,,,,393533,2022,1,8237055.68,8192307.71,7806572.3,7902658.48,0,-96086.18,3565567.7,7144507.28,3031424.83,0,0,895403.86,119672.68,69.34,196401.57,0,32654.55,234081.81,10463729.41,4007923.59,4445070.78,705013.42,9321568.8,7806572.3,0,0,0,0
,,,,,,,422185,2023,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,170000,0,0,0,170000,0,0,0,0,0
MASSA FALIDA REAL SAUDE LTDA EPP,Medicina de Grupo,NÃO,0,,NÃO,,381161,2011,1,13807908.6,16313970.36,13875182.17,14933632.13,0,0,916118.19,13629031.09,8166803.15,428931.12,0,2100821.31,45150.71,0,0,0,110036.13,39824.31,6881656.01,9975307.83,15375659.99,3253051.33,-1771747.48,13875182.17,-204616.9,0,0,0
COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS,Medicina de Grupo,NÃO,0,,NÃO,,350362,2007,2,909187.32,834244.04,805630.81,2156088.92,0,0,0,52059.14,0,0,0,243074.17,140398.95,0,0,14538.82,215505.4,66837.21,1290330.17,9101.17,1076251.74,0,227125.04,805630.81,0,0,0,0
UNIODONTO METROPOLITANA COOPERATIVA ODONTOL,Cooperativa odontológica,SIM,12949,287,SIM,,382337,2009,2,580364.77,577576.26,544918.92,0,0,0,143245.02,300722.67,0,54744.94,0,201227.78,17945.17,0,0,0.2,2935.7,0,369356.28,27304.96,85092.38,127318.56,181461.79,573985.44,0,0,0,0
MAIS SAÚDE PLANO DE SAÚDE LTDA,Medicina de Grupo,NÃO,0,,NÃO,,415065,2007,2,76401.52,29141.8,0,0,0,0,0,0,0,1381.14,0,25147.94,0,0,0,0,2612.72,72725.43,125705.33,0,9897.41,157736.68,619149.42,3105,0,0,0,0
SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,Medicina de Grupo,NÃO,357734,,SIM,,342033,2008,2,26512204.08,25639615.66,26418404.98,27316982.4,0,0,1544283.38,20149891.75,2700762.48,1084280.59,0,4060501.14,181407.9,0,5168.4,17557.42,163534.28,704601.95,10855715.98,676651.6,9537906.99,2536273.85,2244129.78,25766372.45,-448437.56,1442360.5,0,295765.83
,,,,,,,311715,2020,1,28668548.96,24565444.15,27201786.61,32875376.78,0,-5888542.47,4341256.52,17456091.28,12114948.13,309367.96,0,3542866.61,2956620.3,0,435702.91,81430.08,300498,1668359.58,34453419.69,22664600.54,18310495.01,13428277.72,25379247.5,27238774.97,-745942.99,0,0,788844.16
NACIONAL ODONTO OPERADORA DE PLANOS ODONTOL,Odontologia de Grupo,NÃO,354163,,SIM,,304441,2020,4,24548033.4,24033571.52,25561391.23,27535236.74,27535236.74,0,558915.14,7906860.64,2687852.2,907414.82,0,14860470.47,53935.89,0,309791.32,0,304889.7,0,10167604.57,587896.27,2985030.42,3222908,4547562.42,25561391.23,-1323149.15,0,0,180474.9
TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LT,Odontologia de Grupo,NÃO,19191,,SIM,,417114,2020,4,1136479.51,1285708.05,1195771.71,1346464.39,1346464.39,0,101895.53,162291.12,9240.74,568924.67,0,448023.98,40718.39,0,3.55,0,65749.89,0,156515.05,454984.39,134318.77,232410.11,244770.56,1195771.71,-59295.75,0,0,0
,,,,,,,384704,2020,4,27504803.6,23721601.52,27020467.06,27020467.06,0,0,482864.22,21179876.52,3662221.2,0,0,2514297.82,189.61,0,411406.95,0,27237.57,72929.59,11997916.31,1471660.81,3715809.06,0,9753768.06,27020467.06,0,0,0,0
UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,Odontologia de Grupo,NÃO,186424,,SIM,,413429,2020,4,17553997.18,16915061.86,18132173.64,18132173.64,18132173.64,0,588067.73,9821138.44,2158558.07,618461.43,0,4448571.9,1255085.89,4884.06,140279.87,0,766920.14,0,6457442.95,1018167.54,3742362.62,0,3733247.87,18132173.64,-718456.33,0,0,198178.75
,,,,,,,415901,2021,3,3210643.87,2121371.05,3317834.28,3317834.28,0,0,0,1257486.41,441062.37,0,0,858488.12,0,0,87006.4,0,5396.52,0,2493246.78,1048433.02,659849.36,1307.87,2143602.5,3317834.28,-194196.81,0,0,352352.75
,,,,,,,358509,2013,3,13380719.79,13214195.07,13378891.27,13378891.27,0,0,1214148.63,11462090.59,1611066.27,0,0,1326254.9,367500,0,182702.57,0,58349.58,210699.13,5571886.1,496190.72,2313250.51,648742.39,3106083.92,13378891.27,-391573.18,0,0,59378.07
,,,,,,,410497,2010,4,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,8882.1,23025.32,30933.41,0,974.03,0,0,0,0,0
UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,Odontologia de Grupo,NÃO,186424,,SIM,,413429,2012,3,4189369.66,3742956.67,4499811.13,0,0,0,207177.8,1945988.31,0,102847.23,0,1661098.72,0,0,0,0,33022.41,0,2552052.05,242525.54,1462728.03,140000,745436.57,4499811.13,-409503.37,0,0,0
,,,,,,,344010,2010,3,1174485.14,1362490.95,1002482.57,1002482.57,0,0,848497.45,890122.53,1210617.4,0,0,416819.67,52606.21,0,0,0,2942.54,0,1357446.96,1024610.4,1625064.36,0,944998.81,1165962.7,-9512.26,0,0,0
UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDIC,Cooperativa Médica,NÃO,0,,NÃO,,344885,2015,4,791012802.86,767068953.4,599533629.11,599533629.11,0,0,17660702.96,517213053.46,97256015.53,13275912.78,0,68475855.13,132608219.62,20000.86,49115690.44,2992229.4,35475911.55,148802154.91,244161358.04,236403945.59,211210416.67,187548897.18,81805989.78,599626220.85,-9523492.74,0,0,6616899.43
,,,,,,,355577,2015,4,38029656.98,35843159.78,30903911.94,31608519.03,0,0,205269.57,22266693.17,5691100.03,49431.65,0,5451598.86,2512529.65,4135779.45,1225263.51,68157,1427127,6399057.42,13938703.95,8633971.89,12664916.22,4491590.42,5416169.2,30903911.94,-566732.89,0,0,245070.34
,,,,,,,358509,2016,1,3585946.17,3517562.6,3249600.17,3249600.17,0,0,353281.63,3168051.72,1504126.2,0,0,336654.4,6807.84,0,386805.37,0,6048.64,62586,6838570.92,517699.16,2366271.4,423409.74,4566588.94,3249600.17,-113045.37,0,0,11488.43
,,,,,,,415901,2016,1,1056056.57,728349.32,1038280.2,1038280.2,0,0,134702.24,369086.32,423163.22,0,0,356244.79,0,1491.52,46698.19,0,1526.69,0,1994631.33,1052518.6,747689.64,0,2299460.29,1038280.2,-28921.82,0,0,105420.46
,,,,,,,417882,2016,3,108111.43,55049.97,0,0,0,0,0,0,0.02,0,0,50934.03,0,0,0,0,4115.94,0,357312.81,0,269251.35,0,88061.46,108111.43,0,0,0,0
,,,,,,,305472,2016,4,82720968.89,80478119.98,55702226.26,55702226.26,0,0,1848036.46,44007841,6711421.75,248839.08,0,9460616.71,25517604.83,11858.87,1750897.56,174874.43,1231359.49,25667558.77,17346637.51,21497290.01,13189304.67,9636513.1,16018109.75,55704889.49,-542676.8,0,0,399942.95
UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRA,Cooperativa odontológica,SIM,3423,29,SIM,,359726,2016,4,859133.19,849272.34,864253.94,864253.94,864253.94,0,72307.29,311330.42,46713.42,44570.57,0,470738.43,18256.99,0,16047.62,283.02,4375.93,34289.08,233257.66,41795.02,92662.41,0,182390.27,864253.94,-52225.53,0,0,0
,,,,,,,335592,2016,4,534889724.6,515241169.77,509345632.1,522116078.7,0,-12327.91,24768295.21,412871947.02,72090182.49,2575081.95,0,59666048.57,24814385.15,236844.37,21597870.19,351668.08,15076862.71,25542585.68,180703328.76,125565314.84,128196289.31,96224220.19,81848134.1,509345632.1,-21936329.85,0,0,0
,,,,,,,323004,2016,4,20408046.37,20409713.44,12286585.92,12535143.67,0,-9062.14,417463.82,6938802.85,2173969.7,14727.99,0,3469890.36,9842934.1,331.71,301721.8,23567.22,143026.43,8396976.27,4615918.16,3331851.34,4945435.6,1708383.1,1293950.8,12290631.35,-383226.87,0,0,0
,,,,,,,320897,2016,4,55648617.09,52983328.61,50592541.46,50623381.45,0,0,2862783.69,36110870.44,12202929.46,605138.21,0,8527268.84,7533473.22,0,2254097.07,18729.71,206577.9,4087003.19,19888849.83,9956380.74,18072649.91,3200934.46,8571646.2,50592541.46,-1073057.2,0,0,0
,,,,,,,414026,2017,2,2454267.89,3083873.9,1796909.12,2094051.09,0,-297141.97,397620.95,1805634.63,735559.5,0,0,1179976.6,97657.49,0,646593.09,10765.68,605.18,0,10091017.36,186020.84,1061420,1040.55,9844183.66,1796909.12,0,0,0,0
,,,,,,,351202,2017,3,349900390.61,335433028.37,316582800.96,329542392.06,0,-11222297.66,6613707.58,211133671.23,51515643.32,9027440.17,0,37086491.72,62184721.71,0,18570535.72,13526.3,16000703.54,20307449.79,115067717.56,339714891.1,114643977.75,247412368.34,92726262.57,316467132.82,-5458254.02,0,0,1799033.55
DENTAL NORTE ASSISTENCIA ODONTOLOGICA LTDA.,Odontologia de Grupo,NÃO,0,,NÃO,,417181,2017,3,10624813.76,10958474.78,11806585.96,11806585.96,11806585.96,0,802103.62,6780463.16,2617693.94,591716.23,0,2994399.26,567873.99,0,-978268.8,0,24022.14,326501.81,3836836.54,445729.54,3147239.53,197750.13,937576.42,11806585.96,-530005.21,0,0,0
,,,,,,,359033,2017,4,27243883.01,26461190.11,20349395.12,20166006.32,0,0,200332.26,17229565.64,2313182.54,130093.38,3367.4,4129208.46,3551298.96,0,354342.19,175011.94,1421023.67,7394475.42,6764337.94,15748074.74,6364969.8,13415006.48,2732436.4,20349395.12,-182606.97,0,0,85819.42
,,,,,,,345741,2017,4,67727820.32,67118041.87,8170303.01,8170303.01,0,0,1091091.68,5577555.58,1602109.93,0,0,1118166.12,58152803.83,0,346935.71,0,2269516.34,59210581.6,12453110.54,39281587.79,15966884.05,25070158.82,10087877.01,8170303.01,0,0,0,0
,,,,,,,352179,2017,4,71268754.21,70110675.96,55017292.25,55017292.25,0,0,1964441.45,44931501.69,8402159.64,0,1396.19,8699256.76,14838103.94,18862.75,1554087.36,318850.35,1622950.82,14702520.24,22796051.94,7652694.91,14468189.44,4212625.41,11767932,55332854.53,-466697.35,0,0,200143.45
,,,,,,,351776,2018,1,8485431.18,8296397.47,6531851.93,6532375.01,0,0,2693893.92,4971168.29,5246634.05,0,0,951289.64,2302658.37,0,61323.68,925.53,71281.17,1952162.56,10276261.18,5889219.03,6175839.56,2798349.68,7002257.26,6531851.93,-60832.52,0,0,0
,,,,,,,405051,2018,1,268676.84,295810.25,280565.7,280565.7,0,0,2342.27,176616.07,199240.55,7933.94,0,103202.92,5513.02,0,1765.17,0,2544.3,7374.83,363591.84,414629.31,226749.74,0,551471.41,280565.7,-21028.86,0,0,0
,,,,,,,359289,2018,3,154733574.64,151388576.97,135680624.52,140745705.35,0,-5065080.83,5021717.49,106361168.13,25258289.65,2521800.83,0,15001852.39,25208930.85,24034.21,2010995.89,296643.98,2270790.56,24115479.51,54832160.23,106318437.55,44335505.66,70556217.43,44103469.44,135634527.83,-7142644,0,0,1189592.42
,,,,,,,327328,2018,3,1818760.17,1721837.67,967595.97,967595.97,0,0,3970,747260.84,111327.25,0,0,707279.34,255857.82,0,14501.59,0,11439.67,877030.24,722804.97,263308.54,194169.29,28492.87,691744.79,967595.97,-40367.63,0,0,25215.94
HAPVIDA ASSISTENCIA MEDICA S.A.,Medicina de Grupo,NÃO,3758580,,SIM,,368253,2018,3,3539388219.93,3177261329.35,3500084157.45,3510223148.35,0,0,436359575.96,2413930161.33,708693650.56,224876530.92,0,371046366.8,130891407.19,54716.08,84239610.34,8338.08,36462147.03,10985259.14,1168622832.49,1274935150.78,909630619.14,212519947.85,1321407416.28,3500084157.45,-55929145.08,0,0,115621498.94
UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCI,Cooperativa odontológica,SIM,107350,655,SIM,,368555,2018,4,38473556.51,38750477.08,36372763.9,36372763.9,36372763.9,0,2167927.31,25795509.74,4683957,226054.3,0,10849012.74,1009272.1,0,887457.13,1221722.1,870628.2,1200059.79,9625190.97,1790929.36,8855014.53,893218.97,1944807.4,36416410.97,-1252093.48,0,0,0
,,,,,,,359122,2018,4,93197479.96,83091287.6,79399274.94,79618694.71,0,0,7073461.77,63142821.1,5190319.53,0,0,9336763.85,10198643.24,208716.8,9758319.61,294800.31,204342.61,3745085.1,17301814.09,12428518.5,6986481.89,206286.99,22537563.71,79399274.94,0,0,0,0
PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,Odontologia de Grupo,NÃO,122737,,SIM,,415936,2018,4,390183.66,379161.63,402547.21,402547.21,402547.21,0,94757.19,251648.8,65212.36,377.3,0,96485.49,9900,615.27,5315.29,0,20134.77,0,154871.77,173950,130104.22,126850.63,64739.01,402547.21,-17678.84,22000,0,3894.12
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚ,Medicina de Grupo,NÃO,38,,SIM,,406805,2018,4,11823586.74,11344002.75,11506297.51,11506297.51,43095,0,1066885.55,9775641.56,2230766.27,0,0,1522954.65,14626.29,0,278689.72,17838.56,30780.25,20760.95,6060290.02,772149.44,2371648.26,51200,4409591.2,11506297.51,0,0,0,0
,,,,,,,383520,2018,4,9693732.25,10122839.9,7617534.55,7617534.55,0,0,77.9,7062927.21,1236034.19,39613.67,0,2352252.01,641779.5,0,323430.26,136867.1,26267.51,1810231.62,5732975.02,1077878.5,1675644.38,645261.68,4489947.46,7617534.55,-141676.48,0,0,82055.27
,,,,,,,402001,2019,1,3812259.8,3656102.9,3901392.1,3901392.1,0,0,349255.74,2546297.24,1767293.3,65503.77,0,880041.52,151746.5,0,67425.87,0,12513.87,0,4511710.05,624545.02,2124389.46,921010.24,2090855.37,3901392.1,-156558.17,0,0,32661.65
,,,,,,,337188,2019,1,54944472.18,47582461.6,53128758.32,59708351.98,0,-6579593.66,1194571.88,41560164.73,21723505.05,233976.66,0,4369998.53,1212761.31,0,1559967.65,229500.32,205560.37,877519.16,78317205.3,45537604.21,27213481.47,36433640.19,60207687.85,53128758.32,-851273.27,0,0,532179.04
,,,,,,,418218,2019,2,4200643.72,3419514.7,3999180.76,3999180.76,0,0,303175.75,2739795.39,633778.77,0,0,560484.01,93796.13,0,201462.96,0,25439.17,0,6902790.6,931777.67,682447.37,0,7152120.9,3999180.76,0,0,0,0
,,,,,,,419249,2019,2,122025670.18,117075092.67,119617687.78,119617687.78,0,0,20361482.72,95319175.99,14659035.13,4691107.77,0,10895103.35,5446169.52,0,2862703.35,0,723536.04,4798.91,42867890.66,4970079.52,23578357.15,604597.77,23655015.26,119617687.78,-459519.86,0,0,0
,,,,,,,582,2019,2,786888969.66,704822916.18,776947094.71,796700748.57,61541213.58,-19753653.86,18311461.7,564742696.86,277448219.52,59215440.9,0,71558543.76,7512507.98,0,22365834.85,0,1793726.68,0,369430162.97,571662928.3,316117350.44,198044466.77,426931274.06,775916124.18,-11392989.37,0,0,36617701.61
,,,,,,,350141,2019,3,146607499.84,138415867.95,144247990.88,146153166.94,0,-1905176.06,2767895.94,112554159.99,30807054.36,1712172.8,0,17827906.16,4238376.3,0,3433818.03,25312.88,2083252.7,3399879.2,70206746.62,28347964.96,42891737.62,19279362.88,36383611.08,144240082.84,-4491593.11,0,0,3132378.6
,,,,,,,386588,2019,3,165866192.63,153260300.38,151296710.35,178270441.43,0,-27687597.32,5677430.48,98135041.76,36280810.95,702385.25,0,13411272.16,35426224.09,0,3827606.08,317900.09,5585377.12,16911253.9,68043354.24,130729884.22,68179901.14,76957705.27,43326982.62,151296710.35,-6272714.16,0,0,2297242.82
,,,,,,,417556,2019,4,18635595.26,14378293.8,0,0,0,0,0,0,0,0,0,6327040.96,6295106.68,0,3141440.43,0,1756146.16,492775.94,31005019.13,3283276.54,6217407.29,5076828.05,22994060.33,16826913.18,-1825534.29,0,0,2164987.09
,,,,,,,419257,2019,4,8694161.47,1695213.23,0,0,0,0,0,0,0,0,0,1276331.91,357821.61,0,227942.15,0,61059.71,201460.94,3169204.71,1725,514995.6,0,2655934.11,10031995.54,-1767237.16,0,0,1169213.77
,,,,,,,340146,2019,4,38320943.77,60203719.6,35574924.82,35575331.32,0,0,419968.07,29465899.05,53932011.32,613974.9,0,9845018.56,2296507.12,-40757.5,1125351.13,348732.89,18023077.47,96315.01,855945.94,13189009.64,83925133.12,71870703.34,-119868105.05,36750544.74,0,0,0,0
,,,,,,,311146,2020,1,10321715.75,9043281.97,9658134.83,15638398.95,0,-5980264.12,4211890.03,5970896.61,12265156.51,50805.27,0,1902530.32,767216.4,1287.97,166773.6,1693.16,350545.4,653732.89,20459791.5,18795308.54,19640395.3,2227717.09,16122693.05,9658134.83,-158618.73,0,0,14139.18
,,,,,,,418803,2015,2,18359568.02,17360293.42,14390636.33,14390636.33,0,0,2159194.13,11911020.96,5949482.75,180283.07,0,1367813.97,3734685.52,0,131476,0,166489.9,3837455.69,7425337.18,3068197.64,6741139.2,0,3752395.62,14390636.33,0,0,0,0
,,,,,,,363944,2007,1,8399067.76,7271415.46,4535247.79,4782500.08,0,-85237.07,885754.01,4275919.79,0,0,0,2699020.09,77797,0,1039.55,810.16,217956.14,3699094.06,14145981.81,11094268.98,2037431.34,17067428.84,10054914.49,4535247.79,-131647.18,0,0,157335.24
,,,,,,,419907,2018,1,122142.65,200965.02,0,0,0,0,0,0,0,71270,0,49828.73,61898.86,0,371.01,0,17967.43,0,146316.7,162288.01,231093.38,0,77511.33,127790.27,-6018.63,60000,0,6133.93
UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓ,Cooperativa odontológica,SIM,56517,220,SIM,,347604,2018,1,3303713.38,3032907.47,2973739.61,2985479.87,2985479.87,-11740.26,1246298.91,1789140.72,1100273.46,10259.94,0,996463.07,228266.35,0,20669.19,0,8777.39,299401.08,2951338.03,226106.31,1565340.84,0,1612103.5,2983643.11,0,0,0,0
,,,,,,,321044,2018,3,554941088.96,527109344.26,536542491.49,536751547.67,0,-99399.01,35959422.43,430820087.04,93119735.62,1769775.95,0,50921536.91,35989057.36,5682.91,6499105.86,917863.82,7603204.09,20905405.89,201553051.21,82319383.26,159236389.11,19824656.02,104811389.34,535847021.13,-7398079.75,0,0,9713378.92
UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA,Cooperativa Médica,NÃO,63,,SIM,,327352,2019,3,27574342.54,24865053.55,26718330.27,30130509.02,0,-3412178.75,938893.43,15741836.74,3780779.29,0,0,6743058.66,2142392.58,0,452427.68,31788.06,237765.57,866210.82,14897831.01,15690809.76,4978646.79,1844393.38,23765600.6,26718330.27,-494414.29,0,0,0
,,,,,,,342807,2019,4,301301330.2,300130699.97,188050528.64,190155135.18,0,0,5668271.25,116686657.53,24301929.99,1971510.5,0,53292335.85,120256478.62,796639.84,2219053.44,1825725.75,7127077.63,108595642.96,70289608.83,76573288.32,66734255.56,42162003.5,37966638.09,188660908.05,0,0,0,0
,,,,,,,421359,2020,1,3389719.67,2882735.82,3312791.67,3314005.8,0,0,1534568.09,2419484.98,1430538.67,0,0,400402.16,7972.98,0,28342.66,0,54875.7,113186.93,6220802.42,23235.08,1698578.48,0,4038475.17,3312791.67,-64601.59,0,0,0
,,,,,,,417432,2011,2,1203838.19,592979.97,0,0,0,0,15879.68,0,0,95125.51,0,302917.98,0,0,0,0,194936.48,985450.1,1495235.96,712705.35,1668848.51,0,539092.8,260197.77,-61731.83,0,0,125553.69
,,,,,,,358096,2010,1,8931011.13,8094279.07,6003073.9,6047522.27,0,0,297425.57,5597850.73,2415338.51,37295.11,0,777131.24,1647739.38,0,71314.85,0,34262.61,1694034.31,11438312.64,3419351.23,3237871.91,5111315.5,6508476.46,6971605.01,-58826.3,0,0,0
ODONTO SYSTEM PLANOS ODONTOLOGICOS LTDA,Odontologia de Grupo,NÃO,0,,NÃO,,334588,2015,4,92243087.78,85288429.6,97110031.78,97250563.26,97250563.26,0,6281173.39,30096968.65,4361936.95,7218664.25,0,43815511.1,2590045.02,0,284293.86,0,1567240.58,129564.96,18137005.53,10441246.26,12321118.36,8551634.88,7705498.55,97110031.78,-5280802.82,2700000,0,2422483.31
,,,,,,,322571,2015,4,63839133.4,61305004.21,57635514.99,57635514.99,0,0,5580457.07,50396676.52,10226325.76,298597.63,0,7263011.58,2952383.78,2450.69,2848130.14,638025.24,391884.01,3242939.97,26551479.96,3751753.39,14526982.04,5472698.2,10303553.11,57635514.99,-374680.23,0,0,774583.68
BELO DENTE ODONTOLOGIA LTDA.,Odontologia de Grupo,NÃO,0,,NÃO,,351563,2015,4,46546948.63,43194971.65,40585618.25,40585618.25,40585618.25,0,940429.02,21351825,6543215.64,6765202.61,0,13466096.8,767253.31,2964.56,7081759.58,204729.11,841629.37,1806.81,12412167.78,4135284.11,7887532.19,1304543.32,7355376.38,40585618.25,-1326965.12,0,0,566272.37
,,,,,,,339636,2017,1,50908666.66,50908666.66,46082509.88,46082509.88,0,0,17778143.96,39253594.79,7571625.65,0,0,11362565.12,284974.4,0,1285031.36,0,7532.35,4029769.97,65113293.52,207668.9,57119302.94,0,8201659.48,46082509.88,-335943.24,0,0,0
